2020-02-11 13:18:53.6182 | INFO | User profile is available. Using 'C:\Users\nazyar\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest. |  | Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager | url:  | action: 
2020-02-11 13:18:54.1584 | INFO | Request starting HTTP/2.0 GET https://localhost:44394/api/values   |  | Microsoft.AspNetCore.Hosting.Internal.WebHost | url: https://localhost/api/values | action: 
2020-02-11 13:18:54.2794 | INFO | Executing endpoint 'TamrinLogger.Controllers.ValuesController.Get (TamrinLogger)' |  | Microsoft.AspNetCore.Routing.EndpointMiddleware | url: https://localhost/api/values | action: Get
2020-02-11 13:18:54.3022 | INFO | Route matched with {action = "Get", controller = "Values"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.ActionResult`1[System.Collections.Generic.IEnumerable`1[System.String]] Get() on controller TamrinLogger.Controllers.ValuesController (TamrinLogger). |  | Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker | url: https://localhost/api/values | action: Get
2020-02-11 13:18:54.4303 | INFO | Executing action method TamrinLogger.Controllers.ValuesController.Get (TamrinLogger) - Validation state: Valid |  | Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker | url: https://localhost/api/values | action: Get
2020-02-11 13:18:54.4303 | INFO |  call get methode by npb |  | TamrinLogger.Controllers.ValuesController | url: https://localhost/api/values | action: Get
2020-02-11 13:18:54.4303 | INFO | Executed action method TamrinLogger.Controllers.ValuesController.Get (TamrinLogger), returned result Microsoft.AspNetCore.Mvc.ObjectResult in 1.8559ms. |  | Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker | url: https://localhost/api/values | action: Get
2020-02-11 13:18:54.4556 | INFO | Executing ObjectResult, writing value of type 'System.String[]'. |  | Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor | url: https://localhost/api/values | action: Get
2020-02-11 13:18:54.5466 | INFO | Executed action TamrinLogger.Controllers.ValuesController.Get (TamrinLogger) in 239.9025ms |  | Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker | url: https://localhost/api/values | action: Get
2020-02-11 13:18:54.5466 | INFO | Executed endpoint 'TamrinLogger.Controllers.ValuesController.Get (TamrinLogger)' |  | Microsoft.AspNetCore.Routing.EndpointMiddleware | url: https://localhost/api/values | action: Get
2020-02-11 13:18:54.5525 | INFO | Request finished in 395.0735ms 200 application/json; charset=utf-8 |  | Microsoft.AspNetCore.Hosting.Internal.WebHost | url: https://localhost/api/values | action: Get
2020-02-11 13:19:13.9208 | INFO | Request starting HTTP/2.0 GET https://localhost:44394/api/values/swagger   |  | Microsoft.AspNetCore.Hosting.Internal.WebHost | url: https://localhost/api/values/swagger | action: 
2020-02-11 13:19:13.9208 | INFO | Executing endpoint 'TamrinLogger.Controllers.ValuesController.Get (TamrinLogger)' |  | Microsoft.AspNetCore.Routing.EndpointMiddleware | url: https://localhost/api/values/swagger | action: Get
2020-02-11 13:19:13.9398 | INFO | Route matched with {action = "Get", controller = "Values"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.ActionResult`1[System.String] Get(Int32) on controller TamrinLogger.Controllers.ValuesController (TamrinLogger). |  | Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker | url: https://localhost/api/values/swagger | action: Get
2020-02-11 13:19:14.0349 | INFO | Executing ObjectResult, writing value of type 'Microsoft.AspNetCore.Mvc.ValidationProblemDetails'. |  | Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor | url: https://localhost/api/values/swagger | action: Get
2020-02-11 13:19:14.0537 | INFO | Executed action TamrinLogger.Controllers.ValuesController.Get (TamrinLogger) in 113.5141ms |  | Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker | url: https://localhost/api/values/swagger | action: Get
2020-02-11 13:19:14.0537 | INFO | Executed endpoint 'TamrinLogger.Controllers.ValuesController.Get (TamrinLogger)' |  | Microsoft.AspNetCore.Routing.EndpointMiddleware | url: https://localhost/api/values/swagger | action: Get
2020-02-11 13:19:14.0537 | INFO | Request finished in 133.3837ms 400 application/problem+json; charset=utf-8 |  | Microsoft.AspNetCore.Hosting.Internal.WebHost | url: https://localhost/api/values/swagger | action: Get
2020-02-11 13:19:23.5149 | INFO | Request starting HTTP/2.0 GET https://localhost:44394/swagger   |  | Microsoft.AspNetCore.Hosting.Internal.WebHost | url: https://localhost/swagger | action: 
2020-02-11 13:19:23.5149 | INFO | Request finished in 2.4165ms 301  |  | Microsoft.AspNetCore.Hosting.Internal.WebHost | url: https://localhost/swagger | action: 
